,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
325,2726673,316001251,2019-01-01 09:17:23,49.1937,-123.95538,0.0,73.9
326,2888063,316001251,2019-01-01 09:50:21,49.1937,-123.95537,0.0,36.7
327,2941531,316001251,2019-01-01 10:02:22,49.1937,-123.95537,0.0,173.3
328,2991459,316001251,2019-01-01 10:11:22,49.19371,-123.95538,0.0,100.1
329,3012251,316001251,2019-01-01 10:14:22,49.19371,-123.95537,0.0,69.7
330,3089611,316001251,2019-01-01 10:29:22,49.1937,-123.95538,0.0,18.8
331,3116890,316001251,2019-01-01 10:35:23,49.19371,-123.95538,0.0,335.8
332,3150845,316001251,2019-01-01 10:41:23,49.19371,-123.95538,0.0,286.9
333,3262611,316001251,2019-01-01 11:02:22,49.19371,-123.95539,0.0,302.2
334,3292854,316001251,2019-01-01 11:08:23,49.19371,-123.95539,0.0,6.7
335,3339401,316001251,2019-01-01 11:17:23,49.1937,-123.95538,0.0,241.3
336,3400996,316001251,2019-01-01 11:29:22,49.1937,-123.95538,0.0,231.9
337,3416026,316001251,2019-01-01 11:32:22,49.19371,-123.95538,0.0,20.7
338,3436566,316001251,2019-01-01 11:35:23,49.1937,-123.95538,0.0,215.1
339,3467894,316001251,2019-01-01 11:41:22,49.1937,-123.95538,0.0,281.8
340,3547543,316001251,2019-01-01 11:56:22,49.19371,-123.95538,0.0,325.0
341,3560922,316001251,2019-01-01 11:59:22,49.1937,-123.95538,0.0,359.4
342,3579857,316001251,2019-01-01 12:02:22,49.1937,-123.95538,0.0,154.9
343,3663982,316001251,2019-01-01 12:17:22,49.1937,-123.95538,0.0,191.4
344,3836026,316001251,2019-01-01 12:50:21,49.1937,-123.95538,0.0,144.8
345,3848602,316001251,2019-01-01 12:53:22,49.1937,-123.95538,0.0,330.1
346,3914794,316001251,2019-01-01 13:05:22,49.19371,-123.95538,0.0,192.4
347,4025730,316001251,2019-01-01 13:26:13,49.19446,-123.95557,0.0,312.6
348,4031549,316001251,2019-01-01 13:27:22,49.19445,-123.95557,0.0,279.6
349,4039003,316001251,2019-01-01 13:28:33,49.19446,-123.95557,0.0,77.7
350,4044378,316001251,2019-01-01 13:29:43,49.19446,-123.95556,0.0,188.3
351,4047031,316001251,2019-01-01 13:30:50,49.1937,-123.95538,0.0,136.4
352,4060319,316001251,2019-01-01 13:31:53,49.1937,-123.95538,0.0,246.2
353,4067461,316001251,2019-01-01 13:33:22,49.1937,-123.95538,0.0,345.2
354,4072739,316001251,2019-01-01 13:34:33,49.1937,-123.95538,0.0,13.3
355,4080130,316001251,2019-01-01 13:35:43,49.1937,-123.95538,0.0,70.9
356,4087077,316001251,2019-01-01 13:37:03,49.1937,-123.95538,0.0,355.3
357,4095208,316001251,2019-01-01 13:38:33,49.19371,-123.95538,0.0,37.8
358,4097679,316001251,2019-01-01 13:39:44,49.19371,-123.95538,0.0,59.9
359,4102919,316001251,2019-01-01 13:41:14,49.19371,-123.95538,0.0,24.8
360,4120496,316001251,2019-01-01 13:42:44,49.19371,-123.95538,0.0,308.5
361,4124955,316001251,2019-01-01 13:44:02,49.19371,-123.95538,0.0,31.0
365,4150584,316001251,2019-01-01 13:45:24,49.19371,-123.95538,0.0,316.5
362,4138521,316001251,2019-01-01 13:46:44,49.19371,-123.95538,0.0,300.1
363,4145036,316001251,2019-01-01 13:48:33,49.1937,-123.95538,0.0,74.7
364,4150241,316001251,2019-01-01 13:49:44,49.1937,-123.95538,0.0,280.3
366,4157031,316001251,2019-01-01 13:50:54,49.1937,-123.95538,0.0,46.1
367,4166315,316001251,2019-01-01 13:52:03,49.19371,-123.95538,0.0,324.4
368,4173256,316001251,2019-01-01 13:53:13,49.19371,-123.95538,0.0,335.2
369,4181738,316001251,2019-01-01 13:54:33,49.19371,-123.95538,0.0,346.2
370,4188216,316001251,2019-01-01 13:55:53,49.19371,-123.95538,0.0,313.0
373,4224435,316001251,2019-01-01 13:57:34,49.19371,-123.95538,0.0,202.0
371,4205929,316001251,2019-01-01 13:59:13,49.1937,-123.95537,0.0,225.5
374,4226585,316001251,2019-01-01 14:00:13,49.1937,-123.95537,0.0,0.7
372,4217714,316001251,2019-01-01 14:01:54,49.1937,-123.95537,0.0,13.6
375,4235644,316001251,2019-01-01 14:03:54,49.1937,-123.95537,0.0,322.0
380,4275166,316001251,2019-01-01 14:05:54,49.1937,-123.95537,0.0,305.6
376,4251557,316001251,2019-01-01 14:07:13,49.1937,-123.95537,0.0,259.5
377,4258438,316001251,2019-01-01 14:08:54,49.1937,-123.95537,0.0,15.7
378,4265155,316001251,2019-01-01 14:10:13,49.1937,-123.95537,0.0,126.2
379,4273606,316001251,2019-01-01 14:11:53,49.19371,-123.95537,0.0,102.5
381,4285015,316001251,2019-01-01 14:13:13,49.19371,-123.95537,0.0,6.0
382,4295912,316001251,2019-01-01 14:14:27,49.19445,-123.95556,0.0,36.9
383,4298398,316001251,2019-01-01 14:15:33,49.19445,-123.95555,0.1,106.8
384,4303401,316001251,2019-01-01 14:16:43,49.19447,-123.95552,0.9,6.1
385,4311555,316001251,2019-01-01 14:18:33,49.19812,-123.95538,13.3,6.8
386,4317631,316001251,2019-01-01 14:19:35,49.20187,-123.95248,16.0,46.4
387,4322299,316001251,2019-01-01 14:20:37,49.20447,-123.94603,17.9,62.5
388,4327182,316001251,2019-01-01 14:21:43,49.20704,-123.93859,18.7,63.3
389,4341654,316001251,2019-01-01 14:23:07,49.21075,-123.92859,19.2,57.5
390,4345335,316001251,2019-01-01 14:24:19,49.21397,-123.92025,19.6,58.2
391,4350897,316001251,2019-01-01 14:25:26,49.21717,-123.91239,19.5,59.7
392,4358745,316001251,2019-01-01 14:27:01,49.22161,-123.90128,19.4,59.1
393,4364142,316001251,2019-01-01 14:28:07,49.22458,-123.89344,19.3,63.6
394,4370736,316001251,2019-01-01 14:29:13,49.22639,-123.8849,19.2,73.1
395,4374497,316001251,2019-01-01 14:30:19,49.2281,-123.87628,19.3,74.4
396,4380016,316001251,2019-01-01 14:31:25,49.2298,-123.86748,19.3,72.4
397,4386358,316001251,2019-01-01 14:32:31,49.23144,-123.85889,19.4,74.4
398,4399838,316001251,2019-01-01 14:33:37,49.23315,-123.85022,19.5,73.7
399,4402976,316001251,2019-01-01 14:34:43,49.23478,-123.84134,19.4,73.2
400,4408342,316001251,2019-01-01 14:35:55,49.23627,-123.83184,19.3,77.3
401,4416795,316001251,2019-01-01 14:37:07,49.23777,-123.82223,19.5,77.8
402,4418640,316001251,2019-01-01 14:38:13,49.23909,-123.81337,19.4,76.1
403,4423993,316001251,2019-01-01 14:39:25,49.24054,-123.80357,19.4,77.0
404,4432469,316001251,2019-01-01 14:40:37,49.24205,-123.79409,19.5,77.6
405,4438622,316001251,2019-01-01 14:41:43,49.24341,-123.78515,19.3,75.7
406,4444212,316001251,2019-01-01 14:42:49,49.24472,-123.77631,19.4,77.6
407,4450127,316001251,2019-01-01 14:44:01,49.24626,-123.7667,19.5,77.0
408,4459040,316001251,2019-01-01 14:45:07,49.24754,-123.75796,19.3,75.6
410,4471324,316001251,2019-01-01 14:46:13,49.24896,-123.74901,19.5,77.3
409,4470534,316001251,2019-01-01 14:47:31,49.25059,-123.73872,19.4,76.8
411,4474362,316001251,2019-01-01 14:48:37,49.25196,-123.72989,19.4,75.4
412,4484146,316001251,2019-01-01 14:49:43,49.25333,-123.72104,19.5,77.4
413,4489932,316001251,2019-01-01 14:50:49,49.25479,-123.71212,19.4,75.4
417,4511150,316001251,2019-01-01 14:51:50,49.25603,-123.70408,19.4,77.3
414,4499999,316001251,2019-01-01 14:52:55,49.25744,-123.69542,19.5,75.9
415,4507057,316001251,2019-01-01 14:54:02,49.25881,-123.68641,19.3,75.7
416,4510899,316001251,2019-01-01 14:55:07,49.26024,-123.6776,19.5,77.7
418,4519331,316001251,2019-01-01 14:56:13,49.26162,-123.66878,19.3,75.6
419,4525167,316001251,2019-01-01 14:57:19,49.26294,-123.65992,19.4,76.8
420,4530051,316001251,2019-01-01 14:58:25,49.26434,-123.65127,19.5,77.0
421,4536766,316001251,2019-01-01 14:59:31,49.26572,-123.64231,19.3,75.4
422,4541415,316001251,2019-01-01 15:00:13,49.26658,-123.63682,19.5,77.8
423,4548453,316001251,2019-01-01 15:01:19,49.26798,-123.62785,19.4,75.7
424,4550411,316001251,2019-01-01 15:02:25,49.2693,-123.61914,19.2,75.1
426,4562495,316001251,2019-01-01 15:03:38,49.27127,-123.60961,19.5,73.6
425,4559463,316001251,2019-01-01 15:04:43,49.27295,-123.60101,19.4,72.1
427,4573706,316001251,2019-01-01 15:05:49,49.27472,-123.59234,19.6,73.6
428,4580959,316001251,2019-01-01 15:06:55,49.27644,-123.58365,19.3,72.0
429,4584946,316001251,2019-01-01 15:08:07,49.27834,-123.57403,19.4,73.6
430,4590602,316001251,2019-01-01 15:09:13,49.28016,-123.56541,19.4,72.2
431,4595462,316001251,2019-01-01 15:10:19,49.28187,-123.55685,19.3,71.3
432,4599288,316001251,2019-01-01 15:11:25,49.28374,-123.54813,19.4,73.0
433,4611520,316001251,2019-01-01 15:12:31,49.28556,-123.53969,19.3,71.1
434,4612706,316001251,2019-01-01 15:13:37,49.28738,-123.53095,19.3,70.8
435,4618222,316001251,2019-01-01 15:14:43,49.28925,-123.52254,19.3,73.1
436,4634576,316001251,2019-01-01 15:15:49,49.29112,-123.51399,19.3,70.9
439,4649621,316001251,2019-01-01 15:17:01,49.29309,-123.50458,19.3,71.2
437,4637409,316001251,2019-01-01 15:18:07,49.29492,-123.49581,19.4,73.1
438,4646953,316001251,2019-01-01 15:19:13,49.29669,-123.48731,19.3,71.9
440,4652586,316001251,2019-01-01 15:20:25,49.29857,-123.47783,19.4,73.3
441,4658781,316001251,2019-01-01 15:21:31,49.30036,-123.46904,19.4,73.1
442,4663427,316001251,2019-01-01 15:22:37,49.30187,-123.46039,19.4,74.8
444,4683016,316001251,2019-01-01 15:23:43,49.3035,-123.45168,19.4,75.1
443,4673006,316001251,2019-01-01 15:24:49,49.30505,-123.44294,19.3,73.7
445,4684485,316001251,2019-01-01 15:25:55,49.30674,-123.43411,19.5,74.3
446,4690284,316001251,2019-01-01 15:27:01,49.30831,-123.42551,19.3,72.8
447,4695378,316001251,2019-01-01 15:28:07,49.31006,-123.41674,19.4,74.2
451,4720681,316001251,2019-01-01 15:29:08,49.31164,-123.40885,19.5,72.7
448,4705592,316001251,2019-01-01 15:30:13,49.31332,-123.40027,19.4,73.2
449,4708467,316001251,2019-01-01 15:31:25,49.31526,-123.39082,19.5,72.8
450,4716432,316001251,2019-01-01 15:32:31,49.31695,-123.38191,19.5,72.8
452,4722912,316001251,2019-01-01 15:33:37,49.31868,-123.37319,19.5,74.4
453,4725184,316001251,2019-01-01 15:34:38,49.3203,-123.36518,19.1,67.3
454,4732748,316001251,2019-01-01 15:35:43,49.32406,-123.35895,19.0,31.8
455,4743615,316001251,2019-01-01 15:36:49,49.32915,-123.35414,19.7,33.2
456,4751092,316001251,2019-01-01 15:37:55,49.33398,-123.34895,19.4,35.8
457,4753165,316001251,2019-01-01 15:39:01,49.33884,-123.34372,19.4,36.4
458,4759399,316001251,2019-01-01 15:40:13,49.34406,-123.33788,19.4,35.4
459,4767748,316001251,2019-01-01 15:41:19,49.34884,-123.33244,19.4,37.2
460,4768704,316001251,2019-01-01 15:42:20,49.35324,-123.32745,19.4,36.3
461,4774454,316001251,2019-01-01 15:43:25,49.35795,-123.32214,19.3,34.2
462,4784063,316001251,2019-01-01 15:44:31,49.36292,-123.31693,19.4,34.9
463,4790110,316001251,2019-01-01 15:45:37,49.36779,-123.31178,19.3,34.3
464,4793027,316001251,2019-01-01 15:46:43,49.37258,-123.30671,19.3,34.6
465,4801903,316001251,2019-01-01 15:47:49,49.37746,-123.30157,19.1,34.2
466,4808631,316001251,2019-01-01 15:48:55,49.38222,-123.2966,18.7,34.2
467,4813384,316001251,2019-01-01 15:49:57,49.38651,-123.29152,18.4,49.6
468,4820065,316001251,2019-01-01 15:50:59,49.3881,-123.28462,14.7,87.2
469,4824197,316001251,2019-01-01 15:52:07,49.38806,-123.27867,12.0,90.9
473,4852935,316001251,2019-01-01 15:53:13,49.38685,-123.27329,12.0,134.6
470,4835676,316001251,2019-01-01 15:54:19,49.38345,-123.27149,13.0,174.3
471,4841588,316001251,2019-01-01 15:55:33,49.37986,-123.27124,8.4,179.3
472,4850572,316001251,2019-01-01 15:57:13,49.37711,-123.27137,3.8,183.8
474,4862114,316001251,2019-01-01 15:58:44,49.37631,-123.27145,0.7,189.9
475,4874056,316001251,2019-01-01 16:00:44,49.37622,-123.27148,0.0,19.7
476,4883982,316001251,2019-01-01 16:02:03,49.37622,-123.27148,0.0,295.4
477,4887264,316001251,2019-01-01 16:03:13,49.37622,-123.27148,0.0,183.4
478,4894987,316001251,2019-01-01 16:05:23,49.37622,-123.27147,0.0,85.0
479,4905868,316001251,2019-01-01 16:06:44,49.37621,-123.27147,0.0,147.8
480,4918341,316001251,2019-01-01 16:08:44,49.37621,-123.27147,0.0,218.7
481,4927291,316001251,2019-01-01 16:10:43,49.37621,-123.27146,0.0,188.3
482,4936250,316001251,2019-01-01 16:11:44,49.37621,-123.27146,0.0,149.0
483,4943242,316001251,2019-01-01 16:13:02,49.37621,-123.27146,0.0,316.8
484,4951873,316001251,2019-01-01 16:14:43,49.3762,-123.27145,0.0,139.4
486,4968381,316001251,2019-01-01 16:15:44,49.3762,-123.27146,0.0,353.4
485,4964711,316001251,2019-01-01 16:17:23,49.3762,-123.27145,0.0,222.9
487,4974235,316001251,2019-01-01 16:18:24,49.3762,-123.27146,0.0,144.0
488,4979224,316001251,2019-01-01 16:19:44,49.3762,-123.27146,0.0,237.6
489,4984774,316001251,2019-01-01 16:21:04,49.3762,-123.27146,0.0,100.9
494,5023171,316001251,2019-01-01 16:22:44,49.3762,-123.27146,0.0,30.5
490,5000766,316001251,2019-01-01 16:23:54,49.3762,-123.27146,0.0,30.2
491,5006003,316001251,2019-01-01 16:25:04,49.3762,-123.27146,0.0,273.7
492,5013069,316001251,2019-01-01 16:26:10,49.37699,-123.27142,0.0,176.6
493,5018207,316001251,2019-01-01 16:27:23,49.37699,-123.27143,0.0,285.5
495,5028385,316001251,2019-01-01 16:28:34,49.37808,-123.27128,6.8,5.1
496,5034115,316001251,2019-01-01 16:29:49,49.38211,-123.27103,14.4,351.5
499,5056059,316001251,2019-01-01 16:30:53,49.38582,-123.27482,16.6,306.7
497,5044736,316001251,2019-01-01 16:31:55,49.3874,-123.28178,17.7,272.7
503,5076877,316001251,2019-01-01 16:32:57,49.38607,-123.28942,18.2,238.1
498,5054528,316001251,2019-01-01 16:33:59,49.38223,-123.29511,19.3,217.8
504,5081508,316001251,2019-01-01 16:35:01,49.37777,-123.30025,19.5,216.7
500,5065128,316001251,2019-01-01 16:36:02,49.37334,-123.30508,19.6,215.5
501,5070999,316001251,2019-01-01 16:37:07,49.36854,-123.31029,19.6,214.5
502,5076825,316001251,2019-01-01 16:38:19,49.36323,-123.31606,19.5,214.3
505,5091730,316001251,2019-01-01 16:39:25,49.35838,-123.32137,19.4,215.5
506,5092832,316001251,2019-01-01 16:40:31,49.35349,-123.32673,19.4,216.2
507,5098273,316001251,2019-01-01 16:41:43,49.34831,-123.33241,19.4,216.5
508,5104226,316001251,2019-01-01 16:42:49,49.34349,-123.33774,19.5,215.6
509,5110082,316001251,2019-01-01 16:43:55,49.3386,-123.34321,19.5,215.6
510,5115700,316001251,2019-01-01 16:45:02,49.3338,-123.34859,19.5,216.5
511,5121742,316001251,2019-01-01 16:46:03,49.32937,-123.35377,19.1,225.3
512,5126954,316001251,2019-01-01 16:47:05,49.32699,-123.36117,19.3,256.7
514,5133432,316001251,2019-01-01 16:48:14,49.32556,-123.3705,19.9,256.8
513,5133005,316001251,2019-01-01 16:49:19,49.32409,-123.37949,19.6,256.2
515,5148202,316001251,2019-01-01 16:50:25,49.32269,-123.38824,19.5,255.6
517,5162196,316001251,2019-01-01 16:51:37,49.32115,-123.39805,19.5,256.1
516,5158804,316001251,2019-01-01 16:52:43,49.31979,-123.40694,19.5,257.5
518,5163891,316001251,2019-01-01 16:53:49,49.31831,-123.41576,19.5,257.2
519,5171290,316001251,2019-01-01 16:54:55,49.31694,-123.42467,19.5,257.0
522,5195682,316001251,2019-01-01 16:56:01,49.31558,-123.43356,19.5,256.2
523,5196395,316001251,2019-01-01 16:57:07,49.31423,-123.4423,19.5,255.9
520,5185938,316001251,2019-01-01 16:58:13,49.31282,-123.45131,19.5,256.7
521,5191167,316001251,2019-01-01 16:59:14,49.31151,-123.45935,19.4,256.8
524,5201530,316001251,2019-01-01 17:00:01,49.31046,-123.46576,19.4,255.2
525,5203755,316001251,2019-01-01 17:01:02,49.30916,-123.47378,19.5,255.9
526,5211930,316001251,2019-01-01 17:02:07,49.30773,-123.4825,19.5,256.7
527,5217425,316001251,2019-01-01 17:03:13,49.30627,-123.49149,19.4,257.1
528,5223357,316001251,2019-01-01 17:04:19,49.30488,-123.50035,19.5,257.2
529,5228276,316001251,2019-01-01 17:05:25,49.30356,-123.50908,19.5,257.0
530,5236457,316001251,2019-01-01 17:06:37,49.30211,-123.51874,19.4,256.5
531,5238920,316001251,2019-01-01 17:07:43,49.30083,-123.52773,19.4,256.9
532,5248264,316001251,2019-01-01 17:08:49,49.29955,-123.53659,19.4,258.5
533,5248799,316001251,2019-01-01 17:09:55,49.29827,-123.54533,19.4,257.8
535,5268811,316001251,2019-01-01 17:11:07,49.29683,-123.55512,19.4,257.4
534,5268229,316001251,2019-01-01 17:12:13,49.29556,-123.56386,19.5,256.5
536,5272660,316001251,2019-01-01 17:13:19,49.29417,-123.57284,19.4,256.0
537,5277715,316001251,2019-01-01 17:14:31,49.29265,-123.58232,19.4,255.5
539,5286489,316001251,2019-01-01 17:15:37,49.29125,-123.59113,19.5,255.3
538,5286196,316001251,2019-01-01 17:16:43,49.28985,-123.59994,19.4,256.3
540,5295973,316001251,2019-01-01 17:17:55,49.2883,-123.60969,19.4,256.8
541,5304809,316001251,2019-01-01 17:19:07,49.2868,-123.6192,19.4,257.1
542,5309218,316001251,2019-01-01 17:20:13,49.28539,-123.62819,19.4,257.6
543,5322179,316001251,2019-01-01 17:21:20,49.28401,-123.63705,19.5,256.7
544,5329483,316001251,2019-01-01 17:22:25,49.2824,-123.64566,19.6,251.5
545,5330977,316001251,2019-01-01 17:23:31,49.2805,-123.65441,19.5,250.8
546,5336095,316001251,2019-01-01 17:24:37,49.27867,-123.66293,19.6,250.7
547,5341915,316001251,2019-01-01 17:25:43,49.27679,-123.67159,19.5,250.9
548,5346932,316001251,2019-01-01 17:26:49,49.2749,-123.68026,19.6,251.7
549,5351182,316001251,2019-01-01 17:27:55,49.27283,-123.68896,19.3,252.0
550,5368046,316001251,2019-01-01 17:29:07,49.27082,-123.69826,19.5,251.3
551,5369207,316001251,2019-01-01 17:30:19,49.26875,-123.70783,19.5,250.7
552,5375495,316001251,2019-01-01 17:31:26,49.26686,-123.71647,19.6,250.6
553,5381483,316001251,2019-01-01 17:32:31,49.26499,-123.72512,19.5,251.2
554,5386490,316001251,2019-01-01 17:33:37,49.26311,-123.73363,19.5,251.5
555,5389958,316001251,2019-01-01 17:34:43,49.26118,-123.74227,19.4,251.9
556,5393806,316001251,2019-01-01 17:35:55,49.25906,-123.7518,19.5,251.4
557,5405111,316001251,2019-01-01 17:37:01,49.25714,-123.76041,19.5,251.6
559,5411118,316001251,2019-01-01 17:38:02,49.25541,-123.76825,19.5,251.0
558,5410390,316001251,2019-01-01 17:39:07,49.25354,-123.77671,19.3,250.8
560,5425852,316001251,2019-01-01 17:40:13,49.2516,-123.78543,19.4,252.0
561,5429881,316001251,2019-01-01 17:41:37,49.24921,-123.79627,19.5,250.9
562,5433910,316001251,2019-01-01 17:42:44,49.2473,-123.80506,19.6,251.0
563,5440177,316001251,2019-01-01 17:43:49,49.24544,-123.8136,19.6,251.7
564,5448211,316001251,2019-01-01 17:44:55,49.24352,-123.82239,19.4,252.2
565,5454383,316001251,2019-01-01 17:46:13,49.24114,-123.83251,19.6,247.5
569,5480724,316001251,2019-01-01 17:47:19,49.23888,-123.84094,19.5,248.5
566,5462736,316001251,2019-01-01 17:48:25,49.23667,-123.84923,19.4,247.5
567,5470768,316001251,2019-01-01 17:49:43,49.23387,-123.85919,19.2,248.9
568,5474330,316001251,2019-01-01 17:50:49,49.23171,-123.8675,19.5,249.0
570,5486276,316001251,2019-01-01 17:52:07,49.22907,-123.87763,19.4,248.4
571,5498330,316001251,2019-01-01 17:53:31,49.22628,-123.88826,19.4,248.5
572,5501985,316001251,2019-01-01 17:54:55,49.22312,-123.89891,19.5,240.3
573,5508016,316001251,2019-01-01 17:56:02,49.2198,-123.90643,19.3,233.2
574,5516248,316001251,2019-01-01 17:57:37,49.21465,-123.91677,19.4,232.3
575,5520309,316001251,2019-01-01 17:58:43,49.21131,-123.92431,19.0,243.5
576,5526329,316001251,2019-01-01 18:00:14,49.20797,-123.93522,18.9,244.8
577,5540548,316001251,2019-01-01 18:01:19,49.2058,-123.94291,15.2,247.2
578,5545722,316001251,2019-01-01 18:02:31,49.20431,-123.94851,10.8,247.9
582,5573024,316001251,2019-01-01 18:03:39,49.20231,-123.9531,11.7,220.9
579,5557196,316001251,2019-01-01 18:04:43,49.19928,-123.95503,10.1,187.8
580,5560989,316001251,2019-01-01 18:05:46,49.19689,-123.95528,6.5,182.1
581,5569787,316001251,2019-01-01 18:07:46,49.1944,-123.95539,2.5,177.6
583,5577375,316001251,2019-01-01 18:08:58,49.19385,-123.95538,0.7,179.5
584,5583199,316001251,2019-01-01 18:10:06,49.1937,-123.95538,0.0,219.8
585,5588208,316001251,2019-01-01 18:11:37,49.1937,-123.95538,0.0,315.2
586,5601131,316001251,2019-01-01 18:12:46,49.1937,-123.95538,0.0,113.2
587,5608409,316001251,2019-01-01 18:14:06,49.1937,-123.95538,0.0,359.7
588,5614520,316001251,2019-01-01 18:15:18,49.1937,-123.95538,0.0,170.6
589,5620329,316001251,2019-01-01 18:16:27,49.1937,-123.95538,0.0,246.2
590,5624715,316001251,2019-01-01 18:17:38,49.1937,-123.95538,0.0,96.1
593,5652329,316001251,2019-01-01 18:18:46,49.1937,-123.95538,0.0,12.4
591,5638923,316001251,2019-01-01 18:20:07,49.1937,-123.95538,0.0,210.3
592,5645771,316001251,2019-01-01 18:21:27,49.1937,-123.95538,0.0,319.6
594,5654893,316001251,2019-01-01 18:22:38,49.1937,-123.95538,0.0,73.0
595,5663648,316001251,2019-01-01 18:24:07,49.1937,-123.95538,0.0,328.7
596,5668936,316001251,2019-01-01 18:25:27,49.1937,-123.95538,0.0,263.2
597,5678896,316001251,2019-01-01 18:26:47,49.1937,-123.95538,0.0,57.1
598,5682725,316001251,2019-01-01 18:28:07,49.1937,-123.95538,0.0,291.4
601,5703837,316001251,2019-01-01 18:29:28,49.1937,-123.95538,0.0,191.8
599,5700852,316001251,2019-01-01 18:30:46,49.1937,-123.95538,0.0,273.3
600,5703753,316001251,2019-01-01 18:31:58,49.1937,-123.95538,0.0,109.2
602,5713656,316001251,2019-01-01 18:33:17,49.1937,-123.95538,0.0,260.2
603,5720013,316001251,2019-01-01 18:34:36,49.1937,-123.95538,0.0,223.1
604,5724978,316001251,2019-01-01 18:35:46,49.1937,-123.95538,0.0,140.2
608,5755637,316001251,2019-01-01 18:36:56,49.1937,-123.95538,0.0,86.1
610,5764789,316001251,2019-01-01 18:38:18,49.1937,-123.95538,0.0,289.4
605,5745785,316001251,2019-01-01 18:39:45,49.19446,-123.95556,0.0,247.6
606,5751193,316001251,2019-01-01 18:40:46,49.19445,-123.95556,0.0,75.0
607,5754292,316001251,2019-01-01 18:41:57,49.19446,-123.95549,0.1,74.3
609,5761989,316001251,2019-01-01 18:42:58,49.19458,-123.95545,2.5,5.5
611,5778658,316001251,2019-01-01 18:44:57,49.1994,-123.95487,14.1,15.9
612,5784106,316001251,2019-01-01 18:46:03,49.20292,-123.95061,16.1,58.8
613,5789068,316001251,2019-01-01 18:47:21,49.20582,-123.94202,18.6,63.0
614,5795575,316001251,2019-01-01 18:48:27,49.20849,-123.93415,19.2,60.2
615,5802505,316001251,2019-01-01 18:49:33,49.21153,-123.92642,19.3,60.3
618,5824188,316001251,2019-01-01 18:50:57,49.2154,-123.91656,19.6,58.0
616,5810576,316001251,2019-01-01 18:52:04,49.21847,-123.90856,19.4,59.1
617,5816284,316001251,2019-01-01 18:53:09,49.22153,-123.90092,19.5,59.5
619,5829157,316001251,2019-01-01 18:54:11,49.22391,-123.89313,19.1,76.1
620,5833395,316001251,2019-01-01 18:55:22,49.22513,-123.88381,19.2,77.7
621,5842855,316001251,2019-01-01 18:56:27,49.22627,-123.87505,19.5,78.5
622,5846473,316001251,2019-01-01 18:57:33,49.2275,-123.86619,19.4,78.8
623,5848890,316001251,2019-01-01 18:58:39,49.22871,-123.85732,19.4,76.6
624,5857921,316001251,2019-01-01 18:59:45,49.22995,-123.84833,19.4,78.4
625,5860894,316001251,2019-01-01 19:00:03,49.23028,-123.84606,19.3,77.1
626,5865738,316001251,2019-01-01 19:01:04,49.23144,-123.83786,19.5,78.9
627,5868922,316001251,2019-01-01 19:02:09,49.2327,-123.82912,19.5,77.0
628,5876566,316001251,2019-01-01 19:03:27,49.23414,-123.81859,19.4,76.9
629,5886300,316001251,2019-01-01 19:04:33,49.23542,-123.80971,19.5,78.9
630,5891106,316001251,2019-01-01 19:05:34,49.23659,-123.80151,19.4,76.8
635,5920080,316001251,2019-01-01 19:06:39,49.23779,-123.79273,19.4,77.8
632,5906725,316001251,2019-01-01 19:08:09,49.23955,-123.78048,19.5,78.3
631,5906697,316001251,2019-01-01 19:09:10,49.24074,-123.77244,19.4,77.1
633,5915896,316001251,2019-01-01 19:10:15,49.24196,-123.76353,19.4,77.1
634,5918917,316001251,2019-01-01 19:11:16,49.2432,-123.75546,19.6,78.3
636,5925646,316001251,2019-01-01 19:12:33,49.24472,-123.74508,19.6,76.8
637,5930920,316001251,2019-01-01 19:13:45,49.24609,-123.73523,19.4,77.0
638,5943430,316001251,2019-01-01 19:14:51,49.24742,-123.72652,19.5,78.6
639,5951120,316001251,2019-01-01 19:15:57,49.24874,-123.71754,19.4,76.3
640,5956981,316001251,2019-01-01 19:17:09,49.25008,-123.70798,19.4,77.5
641,5961149,316001251,2019-01-01 19:18:15,49.25144,-123.69901,19.5,78.4
642,5964663,316001251,2019-01-01 19:19:27,49.25287,-123.68948,19.4,76.3
643,5970785,316001251,2019-01-01 19:20:33,49.25414,-123.6806,19.3,76.7
644,5980962,316001251,2019-01-01 19:21:45,49.2559,-123.67107,19.6,75.2
645,5987671,316001251,2019-01-01 19:22:52,49.25751,-123.66213,19.4,73.2
646,5991524,316001251,2019-01-01 19:23:57,49.25905,-123.65349,19.4,75.4
647,6002919,316001251,2019-01-01 19:25:16,49.26099,-123.64308,19.4,74.6
648,6007045,316001251,2019-01-01 19:26:33,49.26281,-123.63286,19.3,73.5
650,6028192,316001251,2019-01-01 19:27:39,49.26438,-123.62394,19.4,75.4
649,6017699,316001251,2019-01-01 19:28:40,49.26584,-123.61599,19.4,74.9
654,6045312,316001251,2019-01-01 19:29:45,49.26729,-123.60732,19.4,75.0
651,6029889,316001251,2019-01-01 19:30:57,49.26918,-123.59791,19.4,71.1
652,6036048,316001251,2019-01-01 19:32:03,49.27093,-123.58921,19.4,72.9
653,6043513,316001251,2019-01-01 19:33:15,49.27291,-123.5798,19.4,73.6
655,6048741,316001251,2019-01-01 19:34:21,49.27468,-123.57113,19.4,72.2
656,6062506,316001251,2019-01-01 19:35:27,49.27643,-123.56247,19.3,72.2
